Gene	SeqId	Protein..short.name.	UniProt	Ensembl.Gene.ID	Chr	Start	End
SHMT1	12334_25	cSHMT	P34896	ENSG00000176974	17	18327859	18363563
SHMT2	12691_44	GLYM	P34897	ENSG00000182199	12	57229326	57234935
SIAE	9263_57	SIAE	Q9HAT2	ENSG00000110013	11	124633112	124695707
SIGIRR	8326_63	SIGIRR	Q6IA17	ENSG00000185187	11	405715	417455
SIGLEC1	4464_10	Sialoadhesin	Q9BZZ2	ENSG00000088827	20	3686969	3707128
SIGLEC11	8913_22	SIG11	Q96RL6	ENSG00000161640	19	49948984	49961172
SIGLEC12	8352_26	SIG12	Q96PQ1	ENSG00000254521	19	51491356	51501789
SIGLEC12	10037_98	SIG12	Q96PQ1	ENSG00000254521	19	51491356	51501789
SIGLEC14	8248_222	SIG14	Q08ET2	ENSG00000105501	19	51642552	51646801
SIGLEC15	10847_1	SIG15	Q6ZMC9	ENSG00000197046	18	45825511	45844080
SIGLEC5	16792_4	Siglec-5	O15389	ENSG00000105501	19	51611926	51645545
SIGLEC5	9275_2	Siglec-5	O15389	ENSG00000105501	19	51611926	51645545
SIGLEC6	2741_22	Siglec-6	O43699	ENSG00000105492	19	51519524	51531856
SIGLEC7	2742_68	Siglec-7	Q9Y286	ENSG00000168995	19	51142298	51153526
SIGLEC8	7864_3	SIGL8	Q9NYZ4	ENSG00000105366	19	51450846	51458456
SIGLEC9	3007_7	Siglec-9	Q9Y336	ENSG00000129450	19	51124907	51136651
SIRPA	5430_66	SHPS1	P78324	ENSG00000198053	20	1894166	1940592
SIRPB1	6247_9	SIRB1	O00241	ENSG00000101307	20	1563520	1620061
SIRPB2	5669_26	SIRB2	Q5JXA9	ENSG00000196209	20	1470740	1491587
SIRPG	9241_40	SIRPG	Q9P1W8	ENSG00000089012	20	1629151	1657779
SIRT2	5030_52	SIRT2	Q8IXJ6	ENSG00000068903	19	38878554	38899862
SIRT3	17495_141	SIR3	Q9NTG7	ENSG00000142082	11	215457	236931
SIRT5	12461_8	SIRT5	Q9NXA8	ENSG00000124523	6	13574528	13615158
SIT1	11194_6	SIT1	Q9Y3P8	ENSG00000137078	9	35649294	35650950
SKIL	14670_1	SKIL	P12757	ENSG00000136603	3	170357677	170396835
SKP1	3902_21	SKP1	P63208	ENSG00000113558	5	134148934	134177038
SLAMF1	7953_20	SLAF1	Q13291	ENSG00000117090	1	160608099	160647295
SLAMF6	5128_53	SLAF6	Q96DU3	ENSG00000162739	1	160485029	160523262
SLAMF7	5487_7	SLAF7	Q9NQ25	ENSG00000026751	1	160739056	160754821
SLAMF8	8994_65	SLAMF8	Q9P0V8	ENSG00000158714	1	159826749	159837249
SLC14A1	13430_50	UT1	Q13336	ENSG00000141469	18	45724126	45752520
SLC14A2	12818_159	UT2	Q15849	ENSG00000132874	18	45212994	45683686
SLC16A3	9049_2	MOT4	O15427	ENSG00000141526	17	82228396	82261129
SLC22A16	9969_8	S22AG	Q86VW1	ENSG00000004809	6	110424686	110476641
SLC25A18	5280_68	GHC2	Q9H1K4	ENSG00000182902	22	17563438	17590994
SLC26A11	13502_2	S2611	Q86WA9	ENSG00000181045	17	80219698	80253500
SLC26A5	9127_4	S26A5	P58743	ENSG00000170615	7	103352729	103446177
SLC26A7	13979_3	S26A7	Q8TE54	ENSG00000147606	8	91209493	91398152
SLC27A2	9045_3	S27A2	O14975	ENSG00000140284	15	50182195	50236395
SLC30A3	9081_39	ZNT3	Q99726	ENSG00000115194	2	27253683	27275817
SLC30A5	9594_30	ZNT5	Q8TAD4	ENSG00000145740	5	69093645	69131069
SLC35G2	13501_10	S35G2	Q8TBE7	ENSG00000168917	3	136818646	136855892
SLC3A1	9000_177	SLC31	Q07837	ENSG00000138079	2	44275457	44321494
SLC3A2	10430_31	4F2	P08195	ENSG00000168003	11	62856101	62888875
SLC41A2	12511_83	S41A2	Q96JW4	ENSG00000136052	12	104802552	104958744
SLC4A8	12798_46	S4A8	Q2Y0W8	ENSG00000050438	12	51391316	51515763
SLC5A5	12826_5	SC5A5	Q92911	ENSG00000105641	19	17871972	17895174
SLC5A8	13691_10	SC5A8	Q8N695	ENSG00000262217	12	101155492	101210407
SLC6A14	13053_6	S6A14	Q9UN76	ENSG00000087916	X	NA	NA
SLC6A16	13056_18	S6A16	Q9GZN6	ENSG00000063127	19	49289637	49325225
SLC6A9	11653_69	SC6A9	P48067	ENSG00000196517	1	43991499	44031467
SLCO5A1	11669_39	SO5A1	Q9H2Y9	ENSG00000137571	8	69667046	69835064
SLIT1	15634_139	SLIT1	O75093	ENSG00000187122	10	96998037	97185920
SLIT2	18930_28	SLIT2	O94813	ENSG00000145147	4	20253259	20620561
SLIT3	18931_40	SLIT3	O75094	ENSG00000184347	5	168661732	169301129
SLITRK1	15539_15	SLIK1	Q96PX8	ENSG00000178235	13	83877204	83882393
SLITRK3	10565_19	SLIK3	O94933	ENSG00000121871	3	165186719	165197109
SLITRK4	7139_14	SLIK4	Q8IW52	ENSG00000179542	X	143622790	143636101
SLITRK5	4568_17	SLIK5	O94991	ENSG00000165300	13	87672614	87696272
SLITRK6	16916_19	SLIK6	Q9H5Y7	ENSG00000184564	13	85792789	85799488
SLMAP	7191_32	SLMAP	Q14BN4	ENSG00000163681	3	57755449	57929168
SLPI	4413_3	SLPI	P03973	ENSG00000124107	20	45252238	45254564
SLTM	8320_5	SLTM	Q9NWH9	ENSG00000137776	15	58879044	58933653
SMAD1	9838_4	SMAD1	Q15797	ENSG00000170365	4	145481193	145558079
SMAD2	10364_6	SMAD2	Q15796	ENSG00000175387	18	47808956	47931146
SMAD3	10363_13	SMAD3	P84022	ENSG00000166949	15	67063762	67195195
SMAD4	12022_12	SMAD4	Q13485	ENSG00000141646	18	51028393	51085045
SMAP1	11649_3	SMAP1	Q8IYB5	ENSG00000112305	6	70667775	70862015
SMARCC1	11180_17	SMRC1	Q92922	ENSG00000173473	3	47585271	47782106
SMC3	14324_52	CSPG6	Q9UQE7	ENSG00000108055	10	110567690	110604636
SMCO2	7925_18	CL070	A6NFE2	ENSG00000165935	12	27466809	27502185
SMEK1	10866_60	P4R3A	Q6IN85	ENSG00000100796	14	91457508	91510554
SMIM10	9379_248	CX069	Q96HG1	ENSG00000184785	X	134990991	134992473
SMIM13	13452_113	SIM13	P0DJ93	ENSG00000224531	6	11094032	11138733
SMIM24	7108_7	CS077	O75264	ENSG00000095932	19	3473986	3480525
SMIM9	8888_33	CX068	A6NGZ8	ENSG00000203870	X	154823348	154834662
SMNDC1	17805_35	SPF30	O75940	ENSG00000119953	10	110290729	110304951
SMOC1	13118_5	SMOC1	Q9H4F8	ENSG00000198732	14	69854130	70032366
SMOC2	15635_4	SMOC2	Q9H3U7	ENSG00000112562	6	168441150	168673445
SMPD1	10818_36	ASM	P17405	ENSG00000166311	11	6390430	6394998
SMPDL3A	4771_10	ASM3A	Q92484	ENSG00000172594	6	122789048	122809720
SMR3A	7838_27	SMR3A	Q99954	ENSG00000109208	4	70360760	70367158
SMS	18179_56	SPSY	P52788	ENSG00000102172	X	21940709	21994837
SMTN	12546_1	SMTN	P53814	ENSG00000183963	22	31064104	31104757
SMURF1	11557_3	SMUF1	Q9HCE7	ENSG00000198742	7	99027437	99144100
SMURF2	13985_12	SMUF2	Q9HAU4	ENSG00000108854	17	64542294	64662068
SMYD2	12636_113	SMYD2	Q9NRG4	ENSG00000143499	1	214281101	214337131
SNAI2	10014_31	SLUG	O43623	ENSG00000019549	8	48917767	48921740
SNAP25	13105_7	SNP25	P60880	ENSG00000132639	20	10218829	10307418
SNAP29	12357_41	SNP29	O95721	ENSG00000099940	22	20858982	20891218
SNAPIN	6975_52	SNAPN	O95295	ENSG00000143553	1	153658653	153661830
SNCA	8458_111	a-Synuclein	P37840	ENSG00000145335	4	89724098	89838315
SNN	7762_30	SNN	O75324	ENSG00000184602	16	11668413	11679159
SNPH	17343_6	SNPH	O15079	ENSG00000101298	20	1266315	1309328
SNRPA	12678_66	SNRPA	P09012	ENSG00000077312	19	40750636	40765389
SNRPB2	17364_8	RU2B	P08579	ENSG00000125870	20	16729960	16742563
SNRPD2	17823_40	SMD2	P62316	ENSG00000125743	19	45687453	45692569
SNRPD3	17774_38	SMD3	P62318	ENSG00000100028	22	24555502	24609980
SNRPF	5494_52	RUXF	P62306	ENSG00000139343	12	95858927	95903828
SNRPG	19276_124	RUXG	P62308	ENSG00000143977	2	70281361	70293771
SNTA1	19274_80	Alpha-1-syntrophin	Q13424	ENSG00000101400	20	33407954	33443892
SNTB1	9078_207	SNTB1	Q13884	ENSG00000172164	8	120535744	120813273
SNUPN	17765_3	SPN1	O95149	ENSG00000169371	15	75598082	75626469
SNX1	6955_68	SNX1	Q13596	ENSG00000028528	15	64094122	64146090
SNX1	8807_13	SNX1	Q13596	ENSG00000028528	15	64094122	64146090
SNX17	12845_18	SNX17	Q15036	ENSG00000115234	2	27370495	27377533
SNX3	19503_2	SNX3	O60493	ENSG00000112335	6	108211221	108261260
SNX4	3903_49	Sorting nexin 4	O95219	ENSG00000114520	3	125446643	125520197
SNX5	18327_6	SNX5	Q9Y5X3	ENSG00000089006	20	17941596	17968980
SNX7	14245_195	SNX7	Q9UNH6	ENSG00000162627	1	98661700	98760500
SNX8	6925_26	SNX8	Q9Y5X2	ENSG00000106266	7	2251769	2354318
SOCS3	11440_58	SOCS-3	O14543	ENSG00000184557	17	78356777	78360077
SOCS7	11657_86	SOCS7	O14512	ENSG00000174111	17	38352227	38405593
SOD1	2794_60	SOD	P00441	ENSG00000142168	21	31659621	31668931
SOD2	5008_51	Mn SOD	P04179	ENSG00000112096	6	159669056	159762529
SOD3	5660_51	SOD3	P08294	ENSG00000109610	4	24789911	24800842
SORBS3	12976_49	Vinexin b	O60504	ENSG00000120896	8	22544985	22575788
SORCS1	15636_49	SORC1	Q8WY21	ENSG00000108018	10	106573662	107164534
SORCS2	4569_52	SORC2	Q96PQ0	ENSG00000184985	4	7192537	7742836
SORCS3	15637_38	SORC3	Q9UPU3	ENSG00000156395	10	104641100	105265235
SORD	15447_45	Sorbitol dehydrogenase	Q00796	ENSG00000140263	15	45023103	45077185
SORT1	11300_32	SORT	Q99523	ENSG00000134243	1	109309567	109397951
SOS1	9923_6	SOS1	Q07889	ENSG00000115904	2	38981395	39124345
SOST	13101_60	SOST	Q9BQB4	ENSG00000167941	17	43753730	43758788
SOSTDC1	8237_56	SOSD1	Q6X4U4	ENSG00000171243	7	16461480	16530580
SOX2	18294_26	SOX2	P48431	ENSG00000181449	3	181711923	181714436
SPA17	18242_8	Sperm protein 17	Q15506	ENSG00000064199	11	124673797	124697518
SPACA1	6228_58	sperm acrosome associated 1	Q9HBV2	ENSG00000118434	6	88047788	88066832
SPACA3	8076_4	SACA3	Q8IXA5	ENSG00000141316	17	32970375	32997877
SPACA5	6494_60	sperm acrosome associated 5	Q96QH8	ENSG00000171478	X	48130626	48132620
SPAG11A	5726_49	SG11A	Q6PDA7	ENSG00000178287	8	7847875	7868867
SPAG11B	5762_35	Sperm-associated antigen 11	Q08648	ENSG00000164871	8	7442683	7463674
SPARC	3043_49	ON	P09486	ENSG00000113140	5	151661095	151687165
SPARCL1	4467_49	SPARCL1	Q14515	ENSG00000152583	4	87473334	87531061
SPAST	8388_24	Spastin	Q9UBP0	ENSG00000021574	2	32063610	32157637
SPATA20	11117_2	SPT20	Q8TB22	ENSG00000006282	17	50543057	50555852
SPATA9	7809_22	SPAT9	Q9BWV2	ENSG00000145757	5	95652180	95698711
SPDEF	10012_5	SPDEF	O95238	ENSG00000124664	6	34537801	34556333
SPEF1	12876_39	SPEF1	Q9Y4P9	ENSG00000101222	20	3777503	3781448
SPG20	11161_5	SPG20	Q8N0X7	ENSG00000133104	13	36301638	36370180
SPG21	11122_97	SPG21	Q9NZD8	ENSG00000090487	15	64963020	64990310
SPHK1	4294_16	Sphingosine kinase 1	Q9NYA1	ENSG00000176170	17	76376583	76387860
SPHK2	4468_21	SPHK2	Q9NRA0	ENSG00000063176	19	48619290	48630717
SPIN1	18210_12	SPIN1	Q9Y657	ENSG00000106723	9	88388418	88478694
SPINK1	8243_55	TATI	P00995	ENSG00000164266	5	147824567	147831786
SPINK13	10624_45	ISK13	Q1W4C9	ENSG00000214510	5	148268179	148286254
SPINK14	8587_21	ISK52	Q6IE38	ENSG00000196800	5	148169732	148175398
SPINK2	13405_61	ISK2	P20155	ENSG00000128040	4	56809859	56821742
SPINK4	19213_1	ISK4	O60575	ENSG00000122711	9	33218364	33248567
SPINK5	8028_22	SPINK5	Q9NQ38	ENSG00000133710	5	148025682	148137289
SPINK6	5731_1	ISK6	Q6UWN8	ENSG00000178172	5	148202793	148215137
SPINK7	10974_20	ISK7	P58062	ENSG00000145879	5	148312418	148315922
SPINK8	7962_11	ISK8	P0C7L1	ENSG00000229453	3	48306841	48328341
SPINK9	8042_88	ISK9	Q5DT21	ENSG00000204909	5	148321202	148339849
SPINT1	2828_82	HAI-1	O43278	ENSG00000166145	15	40844017	40858207
SPINT2	2843_13	SPINT2	O43291	ENSG00000167642	19	38244034	38292614
SPINT3	7926_13	SPIT3	P49223	ENSG00000101446	20	45512460	45515624
SPN	12873_11	LEUK	P16150	ENSG00000197471	16	29662978	29670876
SPOCK1	5490_53	Testican-1	Q08629	ENSG00000152377	5	136975297	137598379
SPOCK2	5491_12	Testican-2	Q92563	ENSG00000107742	10	72059034	72089032
SPOCK3	9906_21	TICN3	Q9BQ16	ENSG00000196104	4	166733383	167234796
SPON1	4297_62	Spondin-1	Q9HCB6	ENSG00000152268	X	NA	NA
SPON2	8099_42	SPON2	Q9BUD6	ENSG00000159674	4	1166931	1208962
SPOP	13727_44	SPOP	O43791	ENSG00000121067	17	49598883	49678234
SPP1	13113_7	Osteopontin	P10451	ENSG00000118785	4	87975649	87983426
SPR	9287_6	SPRE	P35270	ENSG00000116096	2	72887359	72892158
SPRED1	8318_13	SPRE1	Q7Z699	ENSG00000166068	15	38252325	38357249
SPRN	13447_42	SPRN	Q5BIV9	ENSG00000203772	10	133420665	133424572
SPSB1	13942_140	SPSB1	Q96BD6	ENSG00000171621	1	9292879	9369532
SPTAN1	5031_10	SPTA2	Q13813	ENSG00000197694	9	128552557	128633662
SPTLC1	7886_26	SPTC1	O15269	ENSG00000090054	9	92031998	92115384
SPTLC2	7267_2	LCB2	O15270	ENSG00000100596	14	77505996	77616773
SQSTM1	15448_47	SQSTM	Q13501	ENSG00000161011	5	179806397	179838078
SRA1	18220_141	SRA1	Q9HD15	ENSG00000213523	5	140537339	140558252
SRC	15433_4	p60-Src	P12931	ENSG00000197122	20	37344684	37406050
SRC	5488_74	SRCN1	P12931	ENSG00000197122	20	37344684	37406050
SRGN	19251_56	Platelet proteoglycan	P10124	ENSG00000122862	10	69088105	69104811
SRI	12356_65	Sorcin	P30626	ENSG00000075142	7	88205117	88226993
SRL	10940_25	SRCA	Q86TD4	ENSG00000185739	16	4189373	4242080
SRP14	17510_7	SRP14	P37108	ENSG00000140319	15	40035738	40039188
SRP19	18257_64	SRP19	P09132	ENSG00000153037	5	112861221	112869788
SRSF6	11573_3	SRSF6	Q13247	ENSG00000124193	20	43457927	43464247
SRSF7	12987_12	SRSF7	Q16629	ENSG00000115875	2	38743598	38751494
SRXN1	14268_4	SRXN1	Q9BYN0	ENSG00000172070	20	646614	653370
SSB	13625_19	LA	P05455	ENSG00000138385	2	169791932	169812064
SSB	13526_5	LA	P05455	ENSG00000138385	2	169791932	169812064
SSMEM1	8298_8	CG045	Q8WWF3	ENSG00000165120	7	130207859	130216843
SSR1	8106_15	SSRA	P43307	ENSG00000124783	6	7268305	7347446
SSRP1	5032_64	SSRP1	Q08945	ENSG00000149136	11	57325984	57335877
SST	5957_30	Somatostatin-28	P61278	ENSG00000157005	3	187668905	187670399
SSU72	13566_2	SSU72	Q9NP77	ENSG00000160075	1	1541672	1574869
ST13	18387_7	suppression of tumorigenicity 13	P50502	ENSG00000100380	22	40824534	40857022
ST3GAL1	5657_28	SIA4A	Q11201	ENSG00000008513	8	133454847	133571940
ST3GAL2	6281_51	SIA4B	Q16842	ENSG00000157350	16	70375977	70439237
ST3GAL5	10588_39	SIAT9	Q9UNP4	ENSG00000115525	2	85837119	85905199
ST3GAL6	6947_4	SIA10	Q9Y274	ENSG00000064225	3	98732235	98821201
ST6GAL1	6035_2	SIAT1	P15907	ENSG00000073849	3	186930484	187078553
ST6GALNAC1	7867_154	SIA7A	Q9NSC7	ENSG00000070526	17	76624760	76643838
ST6GALNAC2	7823_22	SIA7B	Q9UJ37	ENSG00000070731	17	76565378	76586956
ST6GALNAC3	10705_14	SIA7C	Q8NDV1	ENSG00000184005	1	76074718	76634601
ST6GALNAC5	7927_16	SIA7E	Q9BVH7	ENSG00000117069	1	76867440	77065711
ST6GALNAC6	7228_2	SIA7F	Q969X2	ENSG00000160408	9	127885320	127905408
ST8SIA2	7920_30	SIA8B	Q92186	ENSG00000140557	15	92393827	92468728
ST8SIA3	6929_10	SIA8C	O43173	ENSG00000177511	18	57350812	57371731
ST8SIA4	7038_45	SIA8D	Q92187	ENSG00000113532	5	100806934	100903266
ST8SIA6	6930_95	SIA8F	P61647	ENSG00000148488	10	17318382	17454330
STAB1	14599_18	STAB1	Q9NY15	ENSG00000010327	3	52495337	52524495
STAB2	3399_31	STAB2	Q8WWQ8	ENSG00000136011	12	103587272	103766727
STAMBP	19187_21	STABP	O95630	ENSG00000124356	2	73828915	73873659
STAMBPL1	12401_3	STALP	Q96FJ0	ENSG00000138134	10	88879733	88975153
STAP1	12510_3	STAP1	Q9ULZ2	ENSG00000035720	4	67558727	67607337
STAR	10085_25	STAR	P49675	ENSG00000147465	8	38143648	38151265
STARD5	17383_4	STAR5	Q9NSY2	ENSG00000172345	15	81309052	81324183
STAT1	10370_21	STAT1	P42224	ENSG00000115415	2	190964357	191020960
STAT3	10346_5	STAT3	P40763	ENSG00000168610	17	42313323	42388568
STAT5B	16551_14	STA5B	P51692	ENSG00000173757	17	42199167	42276707
STAT6	10372_18	STAT6	P42226	ENSG00000166888	12	57095407	57132139
STATH	17172_19	STAT	P02808	ENSG00000126549	4	69995929	70002570
STAU1	12471_47	STAU1	O95793	ENSG00000124214	20	49113338	49188367
STAU2	12970_35	STAU2	Q9NUL3	ENSG00000040341	8	73420368	73747708
STC1	4930_21	Stanniocalcin-1	P52823	ENSG00000159167	8	23841914	23854807
STC2	6231_46	STC2	O76061	ENSG00000113739	5	173314712	173329503
STIM1	8916_32	STIM1	Q13586	ENSG00000167323	11	3854526	4093210
STIM1	9271_101	STIM1	Q13586	ENSG00000167323	11	3854526	4093210
STIP1	5489_18	Stress-induced-phosphoprotein 1	P31948	ENSG00000168439	11	64185271	64204543
STK16	3471_49	STK16	O75716	ENSG00000115661	2	219245454	219250337
STK17B	5249_31	DRAK2	O94768	ENSG00000081320	2	196133565	196176503
STK17B	8399_6	DRAK2	O94768	ENSG00000081320	2	196133565	196176503
STK24	12617_2	STK24	Q9Y6E0	ENSG00000102572	13	98445184	98577940
STMN1	17367_5	Stathmin	P16949	ENSG00000117632	1	25884180	25906991
STMN2	10900_272	STMN2	Q93045	ENSG00000104435	8	79610813	79666175
STMN3	8019_73	STMN3	Q9NZ72	ENSG00000197457	20	63639704	63657682
STMN4	6267_51	STMN4	Q9H169	ENSG00000015592	8	27235322	27258420
STOM	8261_51	STOM	P27105	ENSG00000148175	9	121338987	121370304
STOML1	17344_23	STML1	Q9UBI4	ENSG00000067221	15	73978922	73994622
STOML2	6555_58	Stomatin-like protein 2	Q9UJZ1	ENSG00000165283	9	35099775	35103195
STUB1	11350_30	CHIP	Q9UNE7	ENSG00000103266	16	680223	682870
STUB1	10336_3	CHIP	Q9UNE7	ENSG00000103266	16	680223	682870
STX10	12842_43	STX10	O60499	ENSG00000104915	19	13144057	13150383
STX12	10418_36	STX12	Q86Y82	ENSG00000117758	1	27773182	27824452
STX18	9037_1	STX18	Q9P2W9	ENSG00000168818	4	4415741	4542346
STX1A	19553_14	STX1a	Q16623	ENSG00000106089	7	73699205	73719672
STX1B	6966_144	STX1B	P61266	ENSG00000099365	16	30989255	31010661
STX2	7738_299	STX2	P32856	ENSG00000111450	12	130789599	130839266
STX3	7186_111	STX3	Q13277	ENSG00000166900	11	59713455	59805882
STX4	10668_5	STX4	Q12846	ENSG00000103496	16	31032888	31042975
STX6	10945_11	Syntaxin-6	O43752	ENSG00000135823	1	180972711	181023121
STX7	8274_64	Syntaxin-7	O15400	ENSG00000079950	6	132445866	132513198
STX8	10903_50	STX8	Q9UNK0	ENSG00000170310	17	9250470	9576591
STXBP6	18308_30	STXB6	Q8NFX7	ENSG00000168952	14	24809655	25050297
SUB1	19236_24	TCP4	P53999	ENSG00000113387	5	32531632	32604079
SUDS3	10703_203	SDS3	Q9H7L9	ENSG00000111707	12	118376379	118418031
SUFU	17468_1	SUFU	Q9UMX1	ENSG00000107882	10	102503986	102633535
SUGT1	17818_22	SUGT1	Q9Y2Z0	ENSG00000165416	13	52652708	52700909
SULF2	8305_18	SULF2	Q8IWU5	ENSG00000196562	20	47656347	47786616
SULT1A3	13944_3	SULT 1A3	P0DMM9	ENSG00000213599	16	30199227	30204310
SULT1B1	12671_35	ST1B1	O43704	ENSG00000173597	4	69721161	69787961
SULT1C2	17811_78	ST1C2	O00338	ENSG00000198203	2	108288638	108309915
SULT1E1	16932_5	SULT 1E	P49888	ENSG00000109193	4	69841211	69860152
SULT2A1	9829_91	SULT 2A1	Q06520	ENSG00000105398	19	47870465	47886397
SULT2B1	17209_27	ST2B1	O00204	ENSG00000088002	19	48552074	48599425
SULT4A1	8357_43	ST4A1	Q9BR01	ENSG00000130540	22	43824508	43862503
SUMF1	6941_11	SUMF1	Q8NBK3	ENSG00000144455	3	3700813	4467281
SUMF2	6069_71	SUMF2	Q8NBJ7	ENSG00000129103	7	56064001	56080670
SUMO2	19555_1	SUMO2	P61956	ENSG00000188612	17	75165585	75182983
SUMO3	14623_26	SUMO3	P55854	ENSG00000184900	21	44805616	44818779
SUN3	8852_10	SUN3	Q8TAQ9	ENSG00000164744	7	47987147	48029119
SUN5	11260_47	SPA4L	Q8TC36	ENSG00000167098	20	32983772	33004433
SUOX	18324_61	SUOX	P51687	ENSG00000139531	12	55997179	56006641
SURF1	8009_121	SURF1	Q15526	ENSG00000260692	9	133351754	133356676
SUSD1	9582_93	SUSD1	Q6UWL2	ENSG00000106868	9	112040784	112175408
SUSD3	5752_63	SUSD3	Q96L08	ENSG00000157303	9	93058687	93085138
SUV420H2	12452_32	SV422	Q86Y97	ENSG00000133247	19	55339853	55348121
SV2A	12880_1	SV2A	Q7L0J3	ENSG00000265307	1	149903317	149917882
SVEP1	11178_21	SVEP1	Q4LDE5	ENSG00000165124	9	110365250	110579880
SVEP1	11109_56	SVEP1	Q4LDE5	ENSG00000165124	9	110365250	110579880
SVIP	18285_6	SVIP	Q8NHG7	ENSG00000198168	11	22813798	22830299
SWAP70	13552_7	SWP70	Q9UH65	ENSG00000133789	11	9664076	9752991
SYF2	19438_68	SYF2	O95926	ENSG00000117614	1	25222678	25232502
SYK	11378_37	KSYK	P43405	ENSG00000165025	9	90801786	90898549
SYK	10722_13	KSYK	P43405	ENSG00000165025	9	90801786	90898549
SYN3	7199_3	SYN3	O14994	ENSG00000185666	22	32512551	33058372
SYNCRIP	4224_7	HNRPQ	O60506	ENSG00000135316	6	85607784	85643792
SYNE2	9789_52	Nesprin-2	Q8WXH0	ENSG00000054654	14	63852982	64226433
SYNGR3	13375_48	SNG3	O43761	ENSG00000127561	16	1989659	1994275
SYNJ2BP	17348_5	SYJ2B	P57105	ENSG00000213463	14	70366495	70417061
SYT11	7089_42	SYT11	Q9BT88	ENSG00000132718	1	155859508	155885199
SYT17	9110_2	SYT17	Q9BSW7	ENSG00000103528	16	19167970	19268334
SYT2	9577_26	SYT2	Q8N9I0	ENSG00000143858	1	202590595	202710417
SYT4	17355_56	SYT4	Q9H2B2	ENSG00000132872	18	43267877	43277650
SYT5	9099_19	SYT5	O00445	ENSG00000129990	19	55171198	55180441
SYT7	7121_2	SYT7	O43581	ENSG00000011347	11	61515312	61581148
SYT8	7932_23	SYT8	Q8NBV8	ENSG00000149043	11	1828306	1837521
SYT9	8066_38	SYT9	Q86SS6	ENSG00000170743	11	7238777	7469042
SYTL1	12892_10	SYTL1	Q8IYJ3	ENSG00000142765	1	27342019	27353937
SYTL4	11563_51	SYTL4	Q96C24	ENSG00000102362	X	100671783	100732123
SYTL4	9090_9	SYTL4	Q96C24	ENSG00000102362	X	100671783	100732123
TAC1	9337_43	TKN1	P20366	ENSG00000006128	7	97731907	97740472
TAC4	6468_37	TKN4	Q86UU9	ENSG00000176358	17	49838308	49848017
TACO1	9257_14	TACO1	Q9BSH4	ENSG00000136463	17	63600871	63608365
TACSTD2	14034_22	GA733-1 protein	P09758	ENSG00000184292	1	58575422	58577773
TACSTD2	2619_72	GA733-1 protein	P09758	ENSG00000184292	1	58575422	58577773
TAF10	18270_10	TAF10	Q12962	ENSG00000166337	11	6606295	6612667
TAF15	16865_62	RBP56	Q92804	ENSG00000172660	17	35713790	35864615
TAGLN	15640_54	TAGL	Q01995	ENSG00000149591	11	117199320	117204782
TAGLN2	9201_13	Transgelin-2	P37802	ENSG00000158710	1	159918106	159925732
TAGLN2	11636_33	Transgelin-2	P37802	ENSG00000158710	1	159918106	159925732
TAGLN3	17775_8	TAGL3	Q9UI15	ENSG00000144834	3	111998663	112013887
TALDO1	11347_9	Transaldolase	P37837	ENSG00000177156	11	747328	765024
TANK	14013_11	TANK	Q92844	ENSG00000136560	2	161136907	161236221
TAPBP	12378_71	TPSN	O15533	ENSG00000236490	6	33299693	33314387
TAPBPL	6364_7	TPSNR	Q9BX59	ENSG00000139192	12	6451689	6466517
TARBP2	12781_2	TRBP2	Q15633	ENSG00000139546	12	53500920	53506431
TARDBP	12046_51	TADBP	Q13148	ENSG00000120948	1	11012343	11026420
TARS	18186_15	SYTC	P26639	ENSG00000113407	5	33440695	33469539
TAX1BP1	12721_4	TAXB1	Q86VP1	ENSG00000106052	7	27739330	27844564
TAX1BP3	12498_12	TX1B3	O14907	ENSG00000213977	17	3662895	3668682
TBC1D5	9960_2	TBCD5	Q92609	ENSG00000131374	3	17157161	18444817
TBCA	12501_10	TBCA	O75347	ENSG00000171530	5	77691165	77868780
TBCB	17686_27	TBCB	Q99426	ENSG00000105254	19	36114288	36125947
TBCE	11211_7	TBCE	Q15813	ENSG00000116957	1	235367359	235448968
TBK1	3400_49	TBK1	Q9UHD2	ENSG00000183735	12	64451879	64502108
TBL2	11227_31	TBL2	Q9Y4P3	ENSG00000263049	7	73568931	73578791
TBP	2875_15	TBP	P20226	ENSG00000112592	6	170554301	170572870
TBPL1	18434_141	TBPL1	P62380	ENSG00000028839	6	133952169	133990432
TBX22	11146_4	TBX22	Q9Y458	ENSG00000122145	X	80014753	80031774
TBX3	13978_122	Tbx3	O15119	ENSG00000135111	12	114670253	114684164
TBX5	11202_70	TBX5	Q99593	ENSG00000089225	12	114353930	114408442
TBXAS1	8098_37	THAS	P24557	ENSG00000059377	7	139777050	140020325
TCEA1	18204_1	TCEA1	P23193	ENSG00000187735	8	53966551	54022529
TCEA2	13481_24	TCEA2	Q15560	ENSG00000171703	20	64049835	64072347
TCEAL3	19112_2	TCAL3	Q969E4	ENSG00000196507	X	103607451	103629690
TCEAL8	19109_32	TCAL8	Q8IYN2	ENSG00000180964	X	103252995	103255192
TCF4	19144_9	ITF2	P15884	ENSG00000196628	18	55222330	55664787
TCL1A	17210_2	TCL1A	P56279	ENSG00000100721	14	95709966	95714196
TCL1B	18276_34	TCL1B	O95988	ENSG00000213231	14	95686416	95692643
